[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:18:24 | 16-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc02b6d2cd5c8c9de55e0e5db2ca48763e82f6732864fd075ecd12d297fbf42f9
[09:21:27 | 16-02-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:21:30 | 16-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:15:51 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7ea71b40f29a2288c45281b6567437bd16724951ea417f6b25571bf732b3494e
[09:16:04 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0a3e5f0923e2d2cfe6c8b66b64d3849c6791fb992ca6aa15efa517f9bcad7459
[09:19:07 | 17-02-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:19:10 | 17-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:12:18 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xccc52bd226e481dd9dab8f3873e7afa46f3971dc038a543547eb2e8ae262356d
[09:12:27 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xda152500bcd2d680ed1fe5e6e1c6cba91f0dfcc17952278b947aa7adde48bb16
[09:15:30 | 18-02-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:15:33 | 18-02-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:13:19 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0dc9952210e4afe194991a95080ff8b4b4b76df2ee1867f24f52090c032f8bc7
[09:13:26 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4ce2cf49509523bfc52de24ac75a6c1c585851de8b699d93bad9d2a9c9141205
[09:16:29 | 19-02-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:16:32 | 19-02-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:13:52 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x922e57f22a993e7e19a29c108d3d4949af2b52e26ac53548a78540fe1834debd
[09:14:00 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc5505e78f301d51561c8b061031f1d4a74e2c62123f63e1aa96a516ddb7adb53
[09:17:03 | 20-02-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:17:06 | 20-02-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:14:07 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xedcbfacc12ce4456a7dbf421e5a37caa083539006f3efd83181753864230c2b6
[09:14:27 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3c7afe8577dca7cad458d7588e58278d2f4a200db8ca022783bab8e2f2b3ffee
[09:17:30 | 21-02-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:17:33 | 21-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:10:00 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfaf735f0a142908342bc7ca5411699fc3a330b18a8af242c1614ae37053bb69d
[09:13:04 | 22-02-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:13:06 | 22-02-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:18:43 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x022dd721910260163e2542f0a677ec27281525c6c2a44f0f9f51ebc18eaed274
[09:19:03 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeef9709b3f8a569ca4aac6cc89dbf0d4fc0035e629269757ab84a4af596b7900
[09:22:06 | 23-02-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:22:10 | 23-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:17:58 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xbd4405d14e5a6c92dc560e17bd0c529908087d0ea64d8e0e95cd4818f5e6fd88
[09:18:13 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb6984eb11740affdbd7ec95eee4bc20aa3e107c25577086ab0581c584e03787a
[09:21:16 | 24-02-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:21:19 | 24-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:16:01 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5fd827bed46dea26e1e137bec877fc3b979eae3c920c08463e59cc1dee774675
[09:19:04 | 25-02-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:19:07 | 25-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:15:43 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf5cf03d547eb7a3b354052962ae40df78f8488ac86162921a32b6555e009be5b
[09:15:51 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xadea845cc267513d599f16e60e26f98a3b675c1159625e2fea3a1de72cef0676
[09:18:54 | 26-02-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:18:57 | 26-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:16:33 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xdd5a8325203a5288a62284aefa78070e329a553d04e4bc2d15667f56e8f361ff
[09:16:49 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfd82f899ac64dd9c98712aec3de8b560aaeb781126c6e9754e9afdcfe0e5f6d8
[09:19:52 | 27-02-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:19:56 | 27-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:17:26 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8a82486e527200d67638b342405b0c60356bc68caf43e4542cd332b72d946901
[09:17:38 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2b13e90fe011a76248dbfa388b478225afe79f9bee2ac192d0eed3a2aadf1e73
[09:20:41 | 28-02-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:20:44 | 28-02-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:21:12 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x27dd697d1595f13c567f9d6373627597de4508dcc8909be366e86bed9ee609e9
[09:21:28 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9e1bcece0dcc3262e00a2cd7193f47eddccb7159800cea103a1f0e71886b3c88
[09:24:31 | 01-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:24:34 | 01-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:20:18 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc9206a823da66e3e359e6540bef7272931c2d877bc3a1fdd125b070248990969
[09:20:26 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfb792e4cd2d99878a259e9d81929c4170613a394a37a52d9900b8fd83c2f6220
[09:23:29 | 02-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:23:32 | 02-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:18:51 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6b2b59c882f0bfac3ab40f1784af4d09a2eb6a33bd0227b246179cb7abad904e
[09:19:16 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x01391928660da09b757c275d7160c79b7eb0c672944939aa6e533217d7fd0261
[09:22:19 | 03-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:22:22 | 03-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:18:14 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x439437b3e4117e89c69cd7b71f91c2623db6db8e3c9a8e8d40cc38f7a4852825
[09:18:26 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd4775d756b6d6ce1e83b6b20e1e88b76165eed7c312200beb240fed9f265c263
[09:21:29 | 04-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:21:32 | 04-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:18:15 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xda4c4032e1efd5c02209dd6be3fcca55de0048ad6728c44e32c7f6f0fb8d71ed
[09:18:39 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9b1e58311bb3169523413f162d10ff2208d589a9b240cc30e5336a2d0dd54b0d
[09:21:42 | 05-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:21:45 | 05-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:18:07 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x32a631ce9941cb435e25774f63ca2fa93f08be9c61206a6e9396641473be1ef1
[09:18:15 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5f102386e7e3c964f5dcceb83018775b4850e3763c93cfa80a0222f1d70f3bbd
[09:21:18 | 06-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:21:21 | 06-03-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:19:00 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa325c6937ce31d843f4fdfb951bc469f44230e6c4001ff94b4130793cc2f952f
[09:19:15 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4480423adfd6854b06797620cc7231bc1d3d401adcc06c24af9aa2d91b205968
[09:22:18 | 07-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:22:21 | 07-03-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[08:52:04 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6633377f14974a4a92a82dc5fe8b37d7defffb251e7a245e8e7ddcd5fe5b3fbc
[08:52:13 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa348eb7efcc6faa8e09909f2073c6cd3f2b6000f9b260f2d3d82d4b0b6580982
[08:55:16 | 08-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[08:55:19 | 08-03-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[08:58:40 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe0fa57b4620dba807d799ea5d63ac6924b9c933451fc9b48b4da8a983ca71362
[08:58:52 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdb5d6146a56e1d52b013717a7646b68d6dafe2d462be91339dfbe634d0c88459
[09:01:56 | 09-03-2025] Transfer Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:01:59 | 09-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:00:29 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x4adf59ea65990a17c0d4bf2ef58f8f5bfd98d1705e7d0efa9ae246f4411ca14a
[09:00:52 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x03737ec76c4e4cb4691c8b33e00f7eb9f8987bbd9d79defc8d74e25ae99fc6b5
[09:03:55 | 10-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:03:58 | 10-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
[09:19:02 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x71fb5484737c21e3c29099784979f76a81564d985cecca72dfdcb6de157f86d3
[09:19:16 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd905d94aa3e08cd561e6d95c439154c7ba90174d0fc1d95ac86a21df01af2565
[09:22:19 | 11-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:22:24 | 11-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:18:02 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd1d841902614155efe075483f2bba14c887ad23359fc585a83b32630f8d1428f
[09:21:05 | 12-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:21:08 | 12-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:19:48 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x12c0473f8a3ec6c1843a76c65bd7846f4542203e7b03d5c8d40d11b4dfca7b69
[09:22:51 | 13-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:22:54 | 13-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:18:15 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4eee37d791d19adae3fc54d6ac1a4b42a485b42d238bfbc948bf6ee3228e91c1
[09:21:18 | 14-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:21:21 | 14-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:16:14 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x30b57bac92c85ead937a053b125a9eaa65dc99099ef03f0c39fb9db4bf9bf864
[09:19:17 | 15-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:19:21 | 15-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:24:17 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xafa944cd081384824f436bd335aeb03153202ac5050f3895855a2c64781ef78b
[09:27:20 | 16-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:27:23 | 16-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:22:16 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3e9e21dfe7fa8bb349f750d4ec9a16fd8dd51caebd58be66a2662c3ace12475d
[09:25:19 | 17-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:25:22 | 17-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:21:26 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5e8692f5224a676b7da78a0ff585c8dc91c7f7503c51e5645a8a2156b9427a57
[09:24:29 | 18-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:24:32 | 18-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:20:39 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5d83b5827b141d4b1a601359daea112231b21e4c8e5aac18dd82cfe6a435c393
[09:23:43 | 19-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:23:46 | 19-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:20:02 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xedf5fee66d77ef42d976b82f34808a84d83cbb3421ecededdba7d31b9ba41150
[09:23:05 | 20-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:23:08 | 20-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:21:17 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9c62977707c38be1682f87bc27f273761de801db2bf5327a81097f6af6b84232
[09:24:21 | 21-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:24:24 | 21-03-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
Error:
[09:17:51 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x42142c67f53271b20aa06a1e9fc06b7a328527a403883cff83e75b89ca2e5935
[09:20:54 | 22-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:20:57 | 22-03-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
Error:
[09:31:26 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdb21487a23e883eaf9b2b06602efa38712deab028d7aab12ae0c7d392e653549
[09:34:30 | 23-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:34:32 | 23-03-2025] Bridge Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
Error:
[09:25:16 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2bc1495cacd069785adc8938591904397d6397e63b6eb59b3b90c5a7891dcd14
[09:28:19 | 24-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:28:22 | 24-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:21:52 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8c597d516b2f0f854be9122b4ffcaa20fbff70a07cf3e96e2da6f7791f2aee4d
[09:24:55 | 25-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:24:58 | 25-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:21:14 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd7e12e1b7afd096e512e33bea9a857de768a521759b5635604961c33bfbb032e
[09:24:17 | 26-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:24:20 | 26-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:21:38 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4525328e6bd0bd87f214711e6287e47e948510607fe3639b36a16fd37c209698
[09:24:42 | 27-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:24:45 | 27-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:22:37 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x12174fe6b85bbe094fb72b58a0394dea5a0ffd3b380ee6ab141859ca7c5ee220
[09:25:40 | 28-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:25:44 | 28-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:19:37 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x296988850aa23e97ac5287ebe2260ccc14575e0cd75d2e2f603c63a7316290bf
[09:22:40 | 29-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:22:43 | 29-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:28:13 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x306e38c8d340989a3a3e4e08d99643408f9b9cdb0ad3e234107e531b32b0ceaa
[09:31:16 | 30-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:31:19 | 30-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:27:03 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfefe99fd36d11de359f1d36d92360fd82006830e0228bdce344c30e60a1113d2
[09:30:06 | 31-03-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:30:09 | 31-03-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:41:16 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x830053900d6497d125500bf96f3b4efba754496b762a6328dcf0e6bb8077547d
[09:44:19 | 01-04-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:44:22 | 01-04-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:23:26 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd19bd8ce809fae553eae3100ec5522f21efb6687546ccb769cf9a1741e67770f
[09:26:29 | 02-04-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:26:32 | 02-04-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:22:25 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x61ecf315e7bd669f9a4408fb74b1020196e91cb515122bca0e3f7b27c386f7d3
[09:25:29 | 03-04-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
[09:25:32 | 03-04-2025] Bridge Task successful for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099
Error:
[09:22:01 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe6542798b7c7142b413cb1e90ff8e3636bfe01d58c8ba05185c9f181f327d165
[09:25:04 | 04-04-2025] Transfer Task failed for 0x5f879D48CC3b7fDbc88025F8E2dAF61265Ea4099: Request failed with status code 400
